Edad;Unidad;Sexo;Periodo;Total
De 65 a 69 años;Valor absoluto;Ambos sexos;2013T4;12,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2013T3;9,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2013T2;7,1
De 65 a 69 años;Valor absoluto;Ambos sexos;2013T1;7,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2012T4;6,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2012T3;6,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2012T2;6,4
De 65 a 69 años;Valor absoluto;Ambos sexos;2012T1;4,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2011T4;4,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2011T3;1,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2011T2;1,1
De 65 a 69 años;Valor absoluto;Ambos sexos;2011T1;3,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2010T4;2,4
De 65 a 69 años;Valor absoluto;Ambos sexos;2010T3;3,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2010T2;5,4
De 65 a 69 años;Valor absoluto;Ambos sexos;2010T1;3,1
De 65 a 69 años;Valor absoluto;Hombres;2025T3;8,4
De 65 a 69 años;Valor absoluto;Hombres;2025T2;7,8
De 65 a 69 años;Valor absoluto;Hombres;2025T1;5,2
De 65 a 69 años;Valor absoluto;Hombres;2024T4;11,3
De 65 a 69 años;Valor absoluto;Hombres;2024T3;7,9
De 65 a 69 años;Valor absoluto;Hombres;2024T2;5,5
De 65 a 69 años;Valor absoluto;Hombres;2024T1;10,4
De 65 a 69 años;Valor absoluto;Hombres;2023T4;7,8
De 65 a 69 años;Valor absoluto;Hombres;2023T3;7,4
De 65 a 69 años;Valor absoluto;Hombres;2023T2;10,7
De 65 a 69 años;Valor absoluto;Hombres;2023T1;9,0
De 65 a 69 años;Valor absoluto;Hombres;2022T4;6,1
De 65 a 69 años;Valor absoluto;Hombres;2022T3;7,2
De 65 a 69 años;Valor absoluto;Hombres;2022T2;8,9
De 65 a 69 años;Valor absoluto;Hombres;2022T1;10,7
De 65 a 69 años;Valor absoluto;Hombres;2021T4;9,3
De 65 a 69 años;Valor absoluto;Hombres;2021T3;10,0
De 65 a 69 años;Valor absoluto;Hombres;2021T2;7,7
De 65 a 69 años;Valor absoluto;Hombres;2021T1;5,3
De 65 a 69 años;Valor absoluto;Hombres;2020T4;6,6
De 65 a 69 años;Valor absoluto;Hombres;2020T3;7,0
De 65 a 69 años;Valor absoluto;Hombres;2020T2;5,2
De 65 a 69 años;Valor absoluto;Hombres;2020T1;4,7
De 65 a 69 años;Valor absoluto;Hombres;2019T4;4,9
De 65 a 69 años;Valor absoluto;Hombres;2019T3;5,7
De 65 a 69 años;Valor absoluto;Hombres;2019T2;7,6
De 65 a 69 años;Valor absoluto;Hombres;2019T1;4,6
De 65 a 69 años;Valor absoluto;Hombres;2018T4;4,6
De 65 a 69 años;Valor absoluto;Hombres;2018T3;5,4
De 65 a 69 años;Valor absoluto;Hombres;2018T2;5,7
De 65 a 69 años;Valor absoluto;Hombres;2018T1;6,0
De 65 a 69 años;Valor absoluto;Hombres;2017T4;4,4
De 65 a 69 años;Valor absoluto;Hombres;2017T3;5,8
De 65 a 69 años;Valor absoluto;Hombres;2017T2;2,7
De 65 a 69 años;Valor absoluto;Hombres;2017T1;3,5
De 65 a 69 años;Valor absoluto;Hombres;2016T4;2,6
De 65 a 69 años;Valor absoluto;Hombres;2016T3;1,5
De 65 a 69 años;Valor absoluto;Hombres;2016T2;2,4
De 65 a 69 años;Valor absoluto;Hombres;2016T1;2,4
De 65 a 69 años;Valor absoluto;Hombres;2015T4;3,7
De 65 a 69 años;Valor absoluto;Hombres;2015T3;3,2
De 65 a 69 años;Valor absoluto;Hombres;2015T2;2,7
De 65 a 69 años;Valor absoluto;Hombres;2015T1;3,2
De 65 a 69 años;Valor absoluto;Hombres;2014T4;4,5
De 65 a 69 años;Valor absoluto;Hombres;2014T3;2,2
De 65 a 69 años;Valor absoluto;Hombres;2014T2;1,7
De 65 a 69 años;Valor absoluto;Hombres;2014T1;4,2
De 65 a 69 años;Valor absoluto;Hombres;2013T4;5,1
De 65 a 69 años;Valor absoluto;Hombres;2013T3;5,4
De 65 a 69 años;Valor absoluto;Hombres;2013T2;4,7
De 65 a 69 años;Valor absoluto;Hombres;2013T1;6,1
De 65 a 69 años;Valor absoluto;Hombres;2012T4;3,5
De 65 a 69 años;Valor absoluto;Hombres;2012T3;3,5
De 65 a 69 años;Valor absoluto;Hombres;2012T2;4,2
De 65 a 69 años;Valor absoluto;Hombres;2012T1;3,1
De 65 a 69 años;Valor absoluto;Hombres;2011T4;1,5
De 65 a 69 años;Valor absoluto;Hombres;2011T3;0,3
De 65 a 69 años;Valor absoluto;Hombres;2011T2;0,1
De 65 a 69 años;Valor absoluto;Hombres;2011T1;1,2
De 65 a 69 años;Valor absoluto;Hombres;2010T4;1,7
De 65 a 69 años;Valor absoluto;Hombres;2010T3;2,4
De 65 a 69 años;Valor absoluto;Hombres;2010T2;4,3
De 65 a 69 años;Valor absoluto;Hombres;2010T1;2,4
De 65 a 69 años;Valor absoluto;Mujeres;2025T3;14,8
De 65 a 69 años;Valor absoluto;Mujeres;2025T2;14,8
De 65 a 69 años;Valor absoluto;Mujeres;2025T1;20,6
De 65 a 69 años;Valor absoluto;Mujeres;2024T4;16,5
De 65 a 69 años;Valor absoluto;Mujeres;2024T3;11,6
De 65 a 69 años;Valor absoluto;Mujeres;2024T2;15,3
De 65 a 69 años;Valor absoluto;Mujeres;2024T1;16,3
De 65 a 69 años;Valor absoluto;Mujeres;2023T4;10,1
De 65 a 69 años;Valor absoluto;Mujeres;2023T3;15,6
De 65 a 69 años;Valor absoluto;Mujeres;2023T2;13,8
De 65 a 69 años;Valor absoluto;Mujeres;2023T1;12,5
De 65 a 69 años;Valor absoluto;Mujeres;2022T4;9,7
De 65 a 69 años;Valor absoluto;Mujeres;2022T3;8,5
De 65 a 69 años;Valor absoluto;Mujeres;2022T2;6,8
De 65 a 69 años;Valor absoluto;Mujeres;2022T1;9,9
De 65 a 69 años;Valor absoluto;Mujeres;2021T4;7,4
De 65 a 69 años;Valor absoluto;Mujeres;2021T3;8,0
De 65 a 69 años;Valor absoluto;Mujeres;2021T2;8,1
De 65 a 69 años;Valor absoluto;Mujeres;2021T1;7,2
De 65 a 69 años;Valor absoluto;Mujeres;2020T4;7,2
De 65 a 69 años;Valor absoluto;Mujeres;2020T3;5,9
De 65 a 69 años;Valor absoluto;Mujeres;2020T2;8,3
De 65 a 69 años;Valor absoluto;Mujeres;2020T1;7,1
De 65 a 69 años;Valor absoluto;Mujeres;2019T4;5,3
De 65 a 69 años;Valor absoluto;Mujeres;2019T3;4,2
De 65 a 69 años;Valor absoluto;Mujeres;2019T2;8,5
De 65 a 69 años;Valor absoluto;Mujeres;2019T1;6,5
De 65 a 69 años;Valor absoluto;Mujeres;2018T4;4,9
De 65 a 69 años;Valor absoluto;Mujeres;2018T3;3,5
De 65 a 69 años;Valor absoluto;Mujeres;2018T2;2,7
De 65 a 69 años;Valor absoluto;Mujeres;2018T1;2,0
De 65 a 69 años;Valor absoluto;Mujeres;2017T4;2,9
De 65 a 69 años;Valor absoluto;Mujeres;2017T3;2,6
De 65 a 69 años;Valor absoluto;Mujeres;2017T2;2,2
De 65 a 69 años;Valor absoluto;Mujeres;2017T1;3,1
De 65 a 69 años;Valor absoluto;Mujeres;2016T4;2,8
De 65 a 69 años;Valor absoluto;Mujeres;2016T3;5,1
De 65 a 69 años;Valor absoluto;Mujeres;2016T2;2,6
De 65 a 69 años;Valor absoluto;Mujeres;2016T1;4,9
De 65 a 69 años;Valor absoluto;Mujeres;2015T4;2,6
De 65 a 69 años;Valor absoluto;Mujeres;2015T3;2,4
De 65 a 69 años;Valor absoluto;Mujeres;2015T2;2,4
De 65 a 69 años;Valor absoluto;Mujeres;2015T1;3,1
De 65 a 69 años;Valor absoluto;Mujeres;2014T4;2,3
De 65 a 69 años;Valor absoluto;Mujeres;2014T3;3,6
De 65 a 69 años;Valor absoluto;Mujeres;2014T2;4,2
De 65 a 69 años;Valor absoluto;Mujeres;2014T1;3,7
De 65 a 69 años;Valor absoluto;Mujeres;2013T4;6,8
De 65 a 69 años;Valor absoluto;Mujeres;2013T3;3,6
De 65 a 69 años;Valor absoluto;Mujeres;2013T2;2,4
De 65 a 69 años;Valor absoluto;Mujeres;2013T1;1,7
De 65 a 69 años;Valor absoluto;Mujeres;2012T4;3,3
De 65 a 69 años;Valor absoluto;Mujeres;2012T3;3,3
De 65 a 69 años;Valor absoluto;Mujeres;2012T2;2,1
De 65 a 69 años;Valor absoluto;Mujeres;2012T1;0,9
De 65 a 69 años;Valor absoluto;Mujeres;2011T4;2,6
De 65 a 69 años;Valor absoluto;Mujeres;2011T3;0,8
De 65 a 69 años;Valor absoluto;Mujeres;2011T2;0,9
De 65 a 69 años;Valor absoluto;Mujeres;2011T1;1,8
De 65 a 69 años;Valor absoluto;Mujeres;2010T4;0,7
De 65 a 69 años;Valor absoluto;Mujeres;2010T3;0,6
De 65 a 69 años;Valor absoluto;Mujeres;2010T2;1,0
De 65 a 69 años;Valor absoluto;Mujeres;2010T1;0,8
De 65 a 69 años;Porcentaje;Ambos sexos;2025T3;0,9
De 65 a 69 años;Porcentaje;Ambos sexos;2025T2;0,9
De 65 a 69 años;Porcentaje;Ambos sexos;2025T1;0,9
De 65 a 69 años;Porcentaje;Ambos sexos;2024T4;1,1
De 65 a 69 años;Porcentaje;Ambos sexos;2024T3;0,7
De 65 a 69 años;Porcentaje;Ambos sexos;2024T2;0,8
De 65 a 69 años;Porcentaje;Ambos sexos;2024T1;0,9
De 65 a 69 años;Porcentaje;Ambos sexos;2023T4;0,6
De 65 a 69 años;Porcentaje;Ambos sexos;2023T3;0,8
De 65 a 69 años;Porcentaje;Ambos sexos;2023T2;0,9
De 65 a 69 años;Porcentaje;Ambos sexos;2023T1;0,7
De 65 a 69 años;Porcentaje;Ambos sexos;2022T4;0,5
De 65 a 69 años;Porcentaje;Ambos sexos;2022T3;0,5
De 65 a 69 años;Porcentaje;Ambos sexos;2022T2;0,5
De 65 a 69 años;Porcentaje;Ambos sexos;2022T1;0,6
De 65 a 69 años;Porcentaje;Ambos sexos;2021T4;0,5
De 65 a 69 años;Porcentaje;Ambos sexos;2021T3;0,5
De 65 a 69 años;Porcentaje;Ambos sexos;2021T2;0,4
De 65 a 69 años;Porcentaje;Ambos sexos;2021T1;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2020T4;0,4
De 65 a 69 años;Porcentaje;Ambos sexos;2020T3;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2020T2;0,4
De 65 a 69 años;Porcentaje;Ambos sexos;2020T1;0,4
De 65 a 69 años;Porcentaje;Ambos sexos;2019T4;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2019T3;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2019T2;0,5
De 65 a 69 años;Porcentaje;Ambos sexos;2019T1;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2018T4;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2018T3;0,3
De 65 a 69 años;Porcentaje;Ambos sexos;2018T2;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2018T1;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2017T4;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2017T3;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2017T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2017T1;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2016T4;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2016T3;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2016T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2016T1;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2015T4;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2015T3;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2015T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2015T1;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2014T4;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2014T3;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2014T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2014T1;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2013T4;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2013T3;0,2
De 65 a 69 años;Porcentaje;Ambos sexos;2013T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2013T1;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2012T4;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2012T3;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2012T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2012T1;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2011T4;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2011T3;0,0
De 65 a 69 años;Porcentaje;Ambos sexos;2011T2;0,0
De 65 a 69 años;Porcentaje;Ambos sexos;2011T1;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2010T4;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2010T3;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2010T2;0,1
De 65 a 69 años;Porcentaje;Ambos sexos;2010T1;0,1
De 65 a 69 años;Porcentaje;Hombres;2025T3;0,7
De 65 a 69 años;Porcentaje;Hombres;2025T2;0,6
De 65 a 69 años;Porcentaje;Hombres;2025T1;0,4
De 65 a 69 años;Porcentaje;Hombres;2024T4;0,9
De 65 a 69 años;Porcentaje;Hombres;2024T3;0,6
De 65 a 69 años;Porcentaje;Hombres;2024T2;0,4
De 65 a 69 años;Porcentaje;Hombres;2024T1;0,7
De 65 a 69 años;Porcentaje;Hombres;2023T4;0,6
De 65 a 69 años;Porcentaje;Hombres;2023T3;0,6
De 65 a 69 años;Porcentaje;Hombres;2023T2;0,8
De 65 a 69 años;Porcentaje;Hombres;2023T1;0,6
De 65 a 69 años;Porcentaje;Hombres;2022T4;0,4
De 65 a 69 años;Porcentaje;Hombres;2022T3;0,5
De 65 a 69 años;Porcentaje;Hombres;2022T2;0,6
De 65 a 69 años;Porcentaje;Hombres;2022T1;0,7
De 65 a 69 años;Porcentaje;Hombres;2021T4;0,6
De 65 a 69 años;Porcentaje;Hombres;2021T3;0,6
De 65 a 69 años;Porcentaje;Hombres;2021T2;0,5
De 65 a 69 años;Porcentaje;Hombres;2021T1;0,3
De 65 a 69 años;Porcentaje;Hombres;2020T4;0,4
De 65 a 69 años;Porcentaje;Hombres;2020T3;0,4
De 65 a 69 años;Porcentaje;Hombres;2020T2;0,3
De 65 a 69 años;Porcentaje;Hombres;2020T1;0,3
De 65 a 69 años;Porcentaje;Hombres;2019T4;0,3
De 65 a 69 años;Porcentaje;Hombres;2019T3;0,4
De 65 a 69 años;Porcentaje;Hombres;2019T2;0,5
De 65 a 69 años;Porcentaje;Hombres;2019T1;0,3
De 65 a 69 años;Porcentaje;Hombres;2018T4;0,3
De 65 a 69 años;Porcentaje;Hombres;2018T3;0,3
De 65 a 69 años;Porcentaje;Hombres;2018T2;0,3
De 65 a 69 años;Porcentaje;Hombres;2018T1;0,3
De 65 a 69 años;Porcentaje;Hombres;2017T4;0,2
De 65 a 69 años;Porcentaje;Hombres;2017T3;0,3
De 65 a 69 años;Porcentaje;Hombres;2017T2;0,1
De 65 a 69 años;Porcentaje;Hombres;2017T1;0,2
De 65 a 69 años;Porcentaje;Hombres;2016T4;0,1
De 65 a 69 años;Porcentaje;Hombres;2016T3;0,1
De 65 a 69 años;Porcentaje;Hombres;2016T2;0,1
De 65 a 69 años;Porcentaje;Hombres;2016T1;0,1
De 65 a 69 años;Porcentaje;Hombres;2015T4;0,2
De 65 a 69 años;Porcentaje;Hombres;2015T3;0,1
De 65 a 69 años;Porcentaje;Hombres;2015T2;0,1
De 65 a 69 años;Porcentaje;Hombres;2015T1;0,1
De 65 a 69 años;Porcentaje;Hombres;2014T4;0,2
De 65 a 69 años;Porcentaje;Hombres;2014T3;0,1
De 65 a 69 años;Porcentaje;Hombres;2014T2;0,1
De 65 a 69 años;Porcentaje;Hombres;2014T1;0,1
De 65 a 69 años;Porcentaje;Hombres;2013T4;0,2
De 65 a 69 años;Porcentaje;Hombres;2013T3;0,2
De 65 a 69 años;Porcentaje;Hombres;2013T2;0,1
De 65 a 69 años;Porcentaje;Hombres;2013T1;0,2
De 65 a 69 años;Porcentaje;Hombres;2012T4;0,1
De 65 a 69 años;Porcentaje;Hombres;2012T3;0,1
De 65 a 69 años;Porcentaje;Hombres;2012T2;0,1
De 65 a 69 años;Porcentaje;Hombres;2012T1;0,1
De 65 a 69 años;Porcentaje;Hombres;2011T4;0,1
De 65 a 69 años;Porcentaje;Hombres;2011T3;0,0
De 65 a 69 años;Porcentaje;Hombres;2011T2;0,0
De 65 a 69 años;Porcentaje;Hombres;2011T1;0,0
De 65 a 69 años;Porcentaje;Hombres;2010T4;0,1
De 65 a 69 años;Porcentaje;Hombres;2010T3;0,1
De 65 a 69 años;Porcentaje;Hombres;2010T2;0,2
De 65 a 69 años;Porcentaje;Hombres;2010T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2025T3;1,0
De 65 a 69 años;Porcentaje;Mujeres;2025T2;1,1
De 65 a 69 años;Porcentaje;Mujeres;2025T1;1,4
De 65 a 69 años;Porcentaje;Mujeres;2024T4;1,2
De 65 a 69 años;Porcentaje;Mujeres;2024T3;0,8
De 65 a 69 años;Porcentaje;Mujeres;2024T2;1,1
De 65 a 69 años;Porcentaje;Mujeres;2024T1;1,0
De 65 a 69 años;Porcentaje;Mujeres;2023T4;0,7
De 65 a 69 años;Porcentaje;Mujeres;2023T3;1,0
De 65 a 69 años;Porcentaje;Mujeres;2023T2;0,9
De 65 a 69 años;Porcentaje;Mujeres;2023T1;0,7
De 65 a 69 años;Porcentaje;Mujeres;2022T4;0,6
De 65 a 69 años;Porcentaje;Mujeres;2022T3;0,5
De 65 a 69 años;Porcentaje;Mujeres;2022T2;0,4
De 65 a 69 años;Porcentaje;Mujeres;2022T1;0,6
De 65 a 69 años;Porcentaje;Mujeres;2021T4;0,4
De 65 a 69 años;Porcentaje;Mujeres;2021T3;0,4
De 65 a 69 años;Porcentaje;Mujeres;2021T2;0,4
De 65 a 69 años;Porcentaje;Mujeres;2021T1;0,4
De 65 a 69 años;Porcentaje;Mujeres;2020T4;0,4
De 65 a 69 años;Porcentaje;Mujeres;2020T3;0,3
De 65 a 69 años;Porcentaje;Mujeres;2020T2;0,5
De 65 a 69 años;Porcentaje;Mujeres;2020T1;0,4
De 65 a 69 años;Porcentaje;Mujeres;2019T4;0,3
De 65 a 69 años;Porcentaje;Mujeres;2019T3;0,2
De 65 a 69 años;Porcentaje;Mujeres;2019T2;0,5
De 65 a 69 años;Porcentaje;Mujeres;2019T1;0,4
De 65 a 69 años;Porcentaje;Mujeres;2018T4;0,3
De 65 a 69 años;Porcentaje;Mujeres;2018T3;0,2
De 65 a 69 años;Porcentaje;Mujeres;2018T2;0,2
De 65 a 69 años;Porcentaje;Mujeres;2018T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2017T4;0,2
De 65 a 69 años;Porcentaje;Mujeres;2017T3;0,1
De 65 a 69 años;Porcentaje;Mujeres;2017T2;0,1
De 65 a 69 años;Porcentaje;Mujeres;2017T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2016T4;0,1
De 65 a 69 años;Porcentaje;Mujeres;2016T3;0,2
De 65 a 69 años;Porcentaje;Mujeres;2016T2;0,1
De 65 a 69 años;Porcentaje;Mujeres;2016T1;0,2
De 65 a 69 años;Porcentaje;Mujeres;2015T4;0,1
De 65 a 69 años;Porcentaje;Mujeres;2015T3;0,1
De 65 a 69 años;Porcentaje;Mujeres;2015T2;0,1
De 65 a 69 años;Porcentaje;Mujeres;2015T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2014T4;0,1
De 65 a 69 años;Porcentaje;Mujeres;2014T3;0,1
De 65 a 69 años;Porcentaje;Mujeres;2014T2;0,2
De 65 a 69 años;Porcentaje;Mujeres;2014T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2013T4;0,2
De 65 a 69 años;Porcentaje;Mujeres;2013T3;0,1
De 65 a 69 años;Porcentaje;Mujeres;2013T2;0,1
De 65 a 69 años;Porcentaje;Mujeres;2013T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2012T4;0,1
De 65 a 69 años;Porcentaje;Mujeres;2012T3;0,1
De 65 a 69 años;Porcentaje;Mujeres;2012T2;0,1
De 65 a 69 años;Porcentaje;Mujeres;2012T1;0,0
De 65 a 69 años;Porcentaje;Mujeres;2011T4;0,1
De 65 a 69 años;Porcentaje;Mujeres;2011T3;0,0
De 65 a 69 años;Porcentaje;Mujeres;2011T2;0,0
De 65 a 69 años;Porcentaje;Mujeres;2011T1;0,1
De 65 a 69 años;Porcentaje;Mujeres;2010T4;0,0
De 65 a 69 años;Porcentaje;Mujeres;2010T3;0,0
De 65 a 69 años;Porcentaje;Mujeres;2010T2;0,0
De 65 a 69 años;Porcentaje;Mujeres;2010T1;0,0
70 y más años;Valor absoluto;Ambos sexos;2025T3;..
70 y más años;Valor absoluto;Ambos sexos;2025T2;1,3
70 y más años;Valor absoluto;Ambos sexos;2025T1;1,0
70 y más años;Valor absoluto;Ambos sexos;2024T4;1,7
70 y más años;Valor absoluto;Ambos sexos;2024T3;2,0
70 y más años;Valor absoluto;Ambos sexos;2024T2;0,4
70 y más años;Valor absoluto;Ambos sexos;2024T1;2,5
70 y más años;Valor absoluto;Ambos sexos;2023T4;0,6
70 y más años;Valor absoluto;Ambos sexos;2023T3;4,7
70 y más años;Valor absoluto;Ambos sexos;2023T2;0,8
70 y más años;Valor absoluto;Ambos sexos;2023T1;1,5
70 y más años;Valor absoluto;Ambos sexos;2022T4;2,5
70 y más años;Valor absoluto;Ambos sexos;2022T3;1,2
70 y más años;Valor absoluto;Ambos sexos;2022T2;3,3
70 y más años;Valor absoluto;Ambos sexos;2022T1;1,6
70 y más años;Valor absoluto;Ambos sexos;2021T4;0,4
70 y más años;Valor absoluto;Ambos sexos;2021T3;1,0
70 y más años;Valor absoluto;Ambos sexos;2021T2;2,0
70 y más años;Valor absoluto;Ambos sexos;2021T1;1,1
70 y más años;Valor absoluto;Ambos sexos;2020T4;..
70 y más años;Valor absoluto;Ambos sexos;2020T3;2,0
70 y más años;Valor absoluto;Ambos sexos;2020T2;0,4
70 y más años;Valor absoluto;Ambos sexos;2020T1;0,6
70 y más años;Valor absoluto;Ambos sexos;2019T4;0,6
70 y más años;Valor absoluto;Ambos sexos;2019T3;1,0
70 y más años;Valor absoluto;Ambos sexos;2019T2;..
70 y más años;Valor absoluto;Ambos sexos;2019T1;0,2
70 y más años;Valor absoluto;Ambos sexos;2018T4;0,2
70 y más años;Valor absoluto;Ambos sexos;2018T3;0,2
70 y más años;Valor absoluto;Ambos sexos;2018T2;0,3
70 y más años;Valor absoluto;Ambos sexos;2018T1;0,2
70 y más años;Valor absoluto;Ambos sexos;2017T4;1,0
70 y más años;Valor absoluto;Ambos sexos;2017T3;0,7
70 y más años;Valor absoluto;Ambos sexos;2017T2;0,6
70 y más años;Valor absoluto;Ambos sexos;2017T1;0,4
70 y más años;Valor absoluto;Ambos sexos;2016T4;1,2
70 y más años;Valor absoluto;Ambos sexos;2016T3;1,1
70 y más años;Valor absoluto;Ambos sexos;2016T2;1,0
70 y más años;Valor absoluto;Ambos sexos;2016T1;1,6
70 y más años;Valor absoluto;Ambos sexos;2015T4;0,8
70 y más años;Valor absoluto;Ambos sexos;2015T3;0,5
70 y más años;Valor absoluto;Ambos sexos;2015T2;0,7
70 y más años;Valor absoluto;Ambos sexos;2015T1;..
70 y más años;Valor absoluto;Ambos sexos;2014T4;0,8
70 y más años;Valor absoluto;Ambos sexos;2014T3;1,1
70 y más años;Valor absoluto;Ambos sexos;2014T2;1,0
70 y más años;Valor absoluto;Ambos sexos;2014T1;..
70 y más años;Valor absoluto;Ambos sexos;2013T4;1,1
70 y más años;Valor absoluto;Ambos sexos;2013T3;0,2
70 y más años;Valor absoluto;Ambos sexos;2013T2;..
70 y más años;Valor absoluto;Ambos sexos;2013T1;0,1
70 y más años;Valor absoluto;Ambos sexos;2012T4;0,5
70 y más años;Valor absoluto;Ambos sexos;2012T3;..
70 y más años;Valor absoluto;Ambos sexos;2012T2;0,1
70 y más años;Valor absoluto;Ambos sexos;2012T1;1,5
70 y más años;Valor absoluto;Ambos sexos;2011T4;..
70 y más años;Valor absoluto;Ambos sexos;2011T3;0,6
70 y más años;Valor absoluto;Ambos sexos;2011T2;1,6
70 y más años;Valor absoluto;Ambos sexos;2011T1;1,4
70 y más años;Valor absoluto;Ambos sexos;2010T4;0,8
70 y más años;Valor absoluto;Ambos sexos;2010T3;0,6
70 y más años;Valor absoluto;Ambos sexos;2010T2;0,3
70 y más años;Valor absoluto;Ambos sexos;2010T1;..
70 y más años;Valor absoluto;Hombres;2025T3;..
70 y más años;Valor absoluto;Hombres;2025T2;..
70 y más años;Valor absoluto;Hombres;2025T1;0,7
70 y más años;Valor absoluto;Hombres;2024T4;1,0
70 y más años;Valor absoluto;Hombres;2024T3;1,5
70 y más años;Valor absoluto;Hombres;2024T2;..
70 y más años;Valor absoluto;Hombres;2024T1;2,0
70 y más años;Valor absoluto;Hombres;2023T4;0,6
70 y más años;Valor absoluto;Hombres;2023T3;3,1
70 y más años;Valor absoluto;Hombres;2023T2;0,2
70 y más años;Valor absoluto;Hombres;2023T1;1,5
70 y más años;Valor absoluto;Hombres;2022T4;2,1
70 y más años;Valor absoluto;Hombres;2022T3;0,9
70 y más años;Valor absoluto;Hombres;2022T2;2,6
70 y más años;Valor absoluto;Hombres;2022T1;0,6
70 y más años;Valor absoluto;Hombres;2021T4;0,4
70 y más años;Valor absoluto;Hombres;2021T3;1,0
70 y más años;Valor absoluto;Hombres;2021T2;1,0
70 y más años;Valor absoluto;Hombres;2021T1;1,0
70 y más años;Valor absoluto;Hombres;2020T4;..
70 y más años;Valor absoluto;Hombres;2020T3;1,2
70 y más años;Valor absoluto;Hombres;2020T2;0,4
70 y más años;Valor absoluto;Hombres;2020T1;0,2
70 y más años;Valor absoluto;Hombres;2019T4;0,6
70 y más años;Valor absoluto;Hombres;2019T3;1,0
70 y más años;Valor absoluto;Hombres;2019T2;..
70 y más años;Valor absoluto;Hombres;2019T1;0,1
70 y más años;Valor absoluto;Hombres;2018T4;..
70 y más años;Valor absoluto;Hombres;2018T3;..
70 y más años;Valor absoluto;Hombres;2018T2;..
70 y más años;Valor absoluto;Hombres;2018T1;..
70 y más años;Valor absoluto;Hombres;2017T4;0,2
70 y más años;Valor absoluto;Hombres;2017T3;0,2
70 y más años;Valor absoluto;Hombres;2017T2;..
70 y más años;Valor absoluto;Hombres;2017T1;0,4
70 y más años;Valor absoluto;Hombres;2016T4;0,6
70 y más años;Valor absoluto;Hombres;2016T3;1,0
70 y más años;Valor absoluto;Hombres;2016T2;0,6
70 y más años;Valor absoluto;Hombres;2016T1;1,3
70 y más años;Valor absoluto;Hombres;2015T4;0,5
70 y más años;Valor absoluto;Hombres;2015T3;0,5
70 y más años;Valor absoluto;Hombres;2015T2;0,7
70 y más años;Valor absoluto;Hombres;2015T1;..
70 y más años;Valor absoluto;Hombres;2014T4;0,8
70 y más años;Valor absoluto;Hombres;2014T3;0,7
70 y más años;Valor absoluto;Hombres;2014T2;0,6
